id,sentence,verb,xcomp,level,sub
2200,Arstid soovitavad loomeinimestel süüa loomseid toite.,soovitama,sööma,gümn,Arstid soovitavad süüa .
2233,"Kui loed tabelist kokku oma punktisumma, võimaldab see sul võrrelda ennast tänapäeva teaduses rahuldavaks peetavaga.",võimaldama,võrdlema,gümn,loed võimaldab see võrrelda .
2253,"Sisearhitekt Pille Lausmäe soovitab magamistoa kujundada pehmetes mahedates toonides, kuna inimene tajub värvitoonide mõju ka alateadlikult.",soovitama,kujundama,gümn,Sisearhitekt soovitab kujundada tajub .
2370,See aitab teil välja tulla ka kõige raskematest olukordadest.,aitama,tulema,gümn,See aitab tulla .
2395,Selline suurenenud ventilatsioon võimaldab kopsudel puhastuda.,võimaldama,puhastuma,gümn,ventilatsioon võimaldab puhastuda .
2397,Küllaldane hapnikukogus organismis aitab võidelda ka depressiooni vastu.,aitama,võitlema,gümn,hapnikukogus aitab võidelda .
2403,"Aidates inimesel naerda, aitate tal elada.",aitama,naerma,gümn,Aidates naerda
2403,"Aidates inimesel naerda, aitate tal elada.",aitama,elama,gümn,"Aidates , aitate tal elada ."
2561,Elus on kõige tähtsam aidata teistel võita.,aitama,võitma,gümn,aidata võita
2569,"Aita neile luua keskkond, kus kasvada edasi nagu ema kõhus.",aitama,looma,gümn,Aita luua .
2591,Tõhus kahepoolne koostöö aitaks lahendada tegelikke muresid ning vähendaks reklaamikampaania korras tehtavaid sotsiaalprojekte.,aitama,lahendama,gümn,koostöö aitaks lahendada vähendaks .
2718,"Esimesena tekitas elevust Stanton’i Final Scratch - tark- ja riistvaraline lahendus, mis võimaldab spetsiaalsete plaatidega mängida arvutis olevaid muusikapalu.",võimaldama,mängima,gümn,", mis võimaldab mängida"
2723,Allen &amp;amp; Heath viimase põlvkonna mikser Xone: 3D võimaldab puldilt käepäraselt Ableton’i midisid kontrollida ning lõppresultaadina sujuva miksi kõlaritesse paisata.,võimaldama,kontrollima,gümn,Allen : 3D võimaldab kontrollida .
2751,"Kui seade keeldub ühtäkki töötamast, logod on nihkes või lohakalt paigaldatud, kasutusjuhend kubiseb kirjavigadest, võib kindel olla, et olete end petta lasknud.",laskma,petma,gümn,", et olete petta lasknud"
2777,"Selle kasutamine võimaldab teha täpseid puudutusi, tabades puutepulga peenikese otsaga just seda kohta ekraanil, mida hetkel vaja.",võimaldama,tegema,gümn,kasutamine võimaldab teha tabades .
2807,"HQV kasutamine võimaldab edastada ja vastu võtta pilti mõõdus 640 x 480 pikslit, mis on suur samm edasi.",võimaldama,edastama,gümn,kasutamine võimaldab edastada .
2823,"Parimaks muusika-lisaseadmeks hinnati Kensingtoni raadiosaatja LiquidFM, mis võimaldab iPodis mängivat muusikat kuulata autoraadio kõlaritest.",võimaldama,kuulama,gümn,", mis võimaldab kuulata"
2985,"Seda just läbi pankade, kelle antud arendus-, kodu- ja tarbimislaenud aitasid majandust kütta.",aitama,kütma,gümn,"arendus-, aitasid kütta"
3035,"Viimane aitab paremini ka pangaga kokkuleppele jõuda laenu tagasimaksmise graafiku muutmise osas töökoha vahetuse, ajutise kaotuse või mõne muu erakorralise sündmuse puhul.",aitama,jõudma,gümn,Viimane aitab paremini jõuda .
3038,Intressi fikseerimine võimaldab laenuvõtjal paremini oma kulutusi kontrollida.,võimaldama,kontrollima,gümn,fikseerimine võimaldab paremini kontrollida .
3040,"Viimane aitaks vähendada valuutakursi muutmisega seotud riske, sest nii suurendatakse eurol põhinevate varade suurust ja osatähtsust.",aitama,vähendama,gümn,Viimane aitaks vähendada suurendatakse .
3044,Seega soovitan igal laenutaotlejal alustada laenupoliitika põhiteemade lahtimõtestamisest panga nõustajate abiga.,soovitama,alustama,gümn,Seega soovitan alustada .
3047,"Sellest tulenevalt loodan, et laenamise kõrval kasvab sama jõudsalt ka Eesti elanike teadlikkus säästmisest, mis aitaks neil kahel ettevõtmisel edukalt koos toimida.",aitama,toimima,gümn,", mis aitaks toimida"
3168,"Palun mind, Aleksander Rõõmust, 2012. aasta 26. mai matsile hilinemise pärast mitte karistada, sest sattusin kell 13.28 staadionile sõites Riiu puiesteel autoavariisse, mille põhjustas kõrvalteelt mulle ette sõitnud alkoholijoobes juht.",paluma,karistama,gümn,Palun mind hilinemise karistada sattusin .
3521,"Minu sõbranna tahtis ka laulatust, aga kui ta sai teada, et enne tuleb lasta end ristida ja leeris käia, jäi see mõte katki.",laskma,ristima,gümn,lasta ristida
3713,"Eesti Draamateatri, Rahvusooperi Estonia ja Vene Teatri kassas on müügil teatrisõbra kaardid, mis võimaldavad osta soodushinnaga pileteid kõigi kolme teatri etendustele.",võimaldama,ostma,gümn,", mis võimaldavad osta"
3746,Meelelahutus on alati esmane põhjus - on ju tore lõõgastuda ja lasta argimuredel ukse taha jääda.,laskma,jääma,gümn,ja lasta jääda
3825,Mina aga soovitan sul kinno minna.,soovitama,minema,gümn,Mina aga soovitan minna .
4281,Ta aitas Carl Robert Jakobsonil saada väljaandmisluba oma võitleva ajalehe Sakala tarvis.,aitama,saama,gümn,Ta aitas saada .
4288,"Poisikese andekust märgati, ta vabastati majapidamistöödest ja tal võimaldati oma nikerdusi müüa ühe Tallinna kunstikaupmehe vahendusel.",võimaldama,müüma,gümn,ja tal võimaldati müüa
4295,Saadud raha võimaldas tal tagasi Paldiskisse jõuda.,võimaldama,jõudma,gümn,raha võimaldas tal jõuda .
4298,Kreiskoolis õppimise ajal võimaldati Adamsonil õppida Peterburi Kunstide Akadeemias.,võimaldama,õppima,gümn,õppimise võimaldati õppida .
4320,Kunst aitab elu paremini mõista.,aitama,mõistma,gümn,Kunst aitab mõista .
4335,Usk aitab halbadest mõtetest lahti saada ning õpetab ligimest armastama.,aitama,saama,gümn,Usk aitab saada õpetab .
4345,"Usk annab hingejõudu, lootust, aitab raskustest üle saada.",aitama,saama,gümn,", aitab saada"
4348,"Kui inimene väldib religiooniteemat, ei peaks ta lihtsalt kombetalituse pärast leeris käima või kiriklikult laulatada laskma.",laskma,laulatama,gümn,või kiriklikult laulatada laskma
4353,"Kui ma näitekunsti õppisin, soovitati meil kirikus käia.",soovitama,käima,gümn,õppisin soovitati meil käia .
4390,Vahest just tähelepanelik suhtumine aitab teisel inimesel elust õigesti aru saada.,aitama,saama,gümn,Vahest suhtumine aitab inimesel saada .
4592,"Valime positiivse seletusviisi, st viitame keskkonnast ja olukorrast tulenevatele asjadele, mida on võimalik muuta, või endast mitteolenevatele põhjustele - see võimaldab vaadata maailmale optimistlikult.",võimaldama,vaatama,gümn,- see võimaldab vaadata
4627,Ka koduloom aitab stressi maandada.,aitama,maandama,gümn,koduloom aitab maandada .
4672,"Enesevalitsemine, kannatus, enesekindlus, usk, teistega arvestamine, oskus tegutseda, õige vaimne hoiak aitavad eesmärgini jõuda.",aitama,jõudma,gümn,", hoiak aitavad jõuda ."
4673,Eesmärgi seadmine aitab rakendada kogu energia selle saavutamiseks.,aitama,rakendama,gümn,seadmine aitab rakendada .
6240,Palun aita mul tahvel puhtaks pühkida!,aitama,pühkima,kl2,aita pühkida
6283,Palun saada mind sauna.,paluma,saama,kl2,Palun saada .
6436,Kes aitas isal riiulit kokku panna?,aitama,panema,kl2,Kes aitas panna ?
8559,Ta aitab mul koristada.,aitama,koristama,kl3,Ta aitab koristada .
8578,Ellen aitab Piial katkise taldriku ära koristada.,aitama,koristama,kl3,Ellen aitab Piial koristada .
9167,Täna õhtul aitan emal ja isal köögis süüa teha.,aitama,tegema,kl3,õhtul aitan emal teha .
9596,Janno aitab isal pannkooke teha.,aitama,tegema,kl3,Janno aitab teha .
10619,"Mõnikord kui meil on kodune töö tegemata, siis õpetaja ütleb, et pole midagi ja palub tuua järgmine kord.",paluma,tooma,kl4,ja palub tuua
11119,Palun vabastada Mati kehalise kasvatuse tunnist.,paluma,vabastama,kl4,Palun vabastada .
11875,Mida käskis treener vaheajal teha?,käskima,tegema,kl5,käskis treener teha ?
11886,Ükskord ma rääkisin sellest ka emaga ja ta soovitas mul oma suuri unistusi väiksemateks osadeks jagada.,soovitama,jagama,kl5,ja ta soovitas mul jagada
11933,Ema soovitas Kaarlil oma unistusi väiksemateks osadeks jagada.,soovitama,jagama,kl5,Ema soovitas Kaarlil jagada .
11952,Mu vanemad aitavad mul oma unistusi ellu viia.,aitama,viima,kl5,vanemad aitavad mul viia .
11981,"Isa, aita mul kodused ülesanded ära teha!",aitama,tegema,kl5,"Isa , aita mul teha !"
11989,"Ometi olen ka kuulnud seda, et unistamine on vajalik ning aitab näha eesmärke ja paneb meid nende nimel tööd tegema.",aitama,nägema,kl5,ning aitab näha
11992,"Unistamine paneb fantaasia tööle, aitab ette kujutada olukordi minevikust ja tulevikust.",aitama,kujutama,kl5,", aitab kujutada"
12001,"Unistamine aitab tegelikult leida asjadevahelisi seoseid, siduda ka õpitavat endaga ning seeläbi kõigest paremini aru saada.",aitama,leidma,kl5,Unistamine aitab tegelikult leida .
12003,"Kas ma sain õigesti aru, et unistamine aitab õpitavast paremini aru saada?",aitama,saama,kl5,", et unistamine aitab saada"
12183,Mida sina hea une tarvis soovitad teha?,soovitama,tegema,kl5,sina une soovitad teha ?
12421,"Kõik sai alguse matemaatikatunnist, kui õpetaja palus Liisil vastama tulla.",paluma,tulema,kl5,", kui õpetaja palus vastama tulla"
12476,"Jah, palun aita mul luuletust õppida, see ei jää mulle meelde!",aitama,õppima,kl5,aita õppida
13039,Ma aitan emal ja isal aknaid pesta.,aitama,pesema,kl5,Ma aitan emal pesta .
13105,"Muudkui räägib, aga vastu vaielda ei lase?",laskma,vaidlema,kl5,", aga vaielda ei lase"
13283,"Sind vaatab, aga ennast vaadata ei lase?",laskma,vaatama,kl5,", aga vaadata ei lase"
13289,"Esitage oma mõistatused ühekaupa klassikaaslastele ning paluge neil ära arvata, millega on tegu!",paluma,arvama,kl5,ning paluge neil arvata
13463,"Üks asi, millele me soovitame veel mõelda ja mida võiks muuta, on matka pikkus.",soovitama,mõtlema,kl5,", me soovitame mõelda muuta ,"
13589,"Mul on juba kiire, aga mu võtmed on kadunud, palun aita mul võtmeid otsida!",aitama,otsima,kl5,aita otsida
13636,"Kui ma kodus olen, siis aitan isal maja ümber uue aia ehitada.",aitama,ehitama,kl5,kodus siis aitan isal maja ehitada .
13909,"Soovitus nr 1: kui võimalik, siis võiks koolivormi alumisele äärele lasta tikkida või kirjutada oma nime.",laskma,tikkima,kl5,", siis võiks lasta tikkida"
14073,"Head õpilased ja õpetajad, ma palun teil kõigil panna pead kokku ning mõelda, kuidas saame oma kooli paremini hoida!",paluma,panema,kl5,"õpilased , ma palun panna !"
14074,"Mõtleme koos, millised võiksid olla need 10 reeglit, mis aitaksid meil koolimaja korras hoida.",aitama,hoidma,kl5,", mis aitaksid hoida"
14075,"Palun igal klassil panna kirja 10 reeglit, kuidas koolimaja hoida.",paluma,panema,kl5,Palun klassil panna .
14159,"Soovitan minna raamatukokku ning otsida raamatuid, mis teile sellel teemal kõige põnevamad tunduvad.",soovitama,minema,kl5,Soovitan minna .
14170,Kust soovitab õpetaja infot otsida?,soovitama,otsima,kl5,Kust soovitab õpetaja otsida ?
14332,Siis ma soovitan sul homme raamatukokku minna.,soovitama,minema,kl5,Siis ma soovitan sul minna .
14341,Ema soovitas Teelel järgmisel päeval raamatukokku minna.,soovitama,minema,kl5,Ema soovitas Teelel minna .
14355,"Ta soovitas meil algul lihtsalt raamatuid lugeda ja siis mõelda, mis loetust on tähtis ja miks.",soovitama,lugema,kl5,Ta soovitas meil lugeda mõelda .
14582,"Tal on igal varbal suur kleepjas ketas, mis aitab tal puuoksa külge kinnituda.",aitama,kinnituma,kl5,", mis aitab kinnituda"
14677,Seetõttu palus ta Juhanil ja Teelel klassikaaslastega sellest rääkida.,paluma,rääkima,kl5,Seetõttu palus ta rääkida .
14742,"Näiteks kas või nii, et aitad vanematel kodus nõusid pesta, õpetajal raamatuid kanda, vanaemal poes käia või muud teha.",aitama,pesema,kl5,", et aitad pesta"
15163,Vanaema Mare aitas tal õppida ning koos harjutasid nad luuletusi ilmekalt esitama.,aitama,õppima,kl5,Vanaema aitas õppida harjutasid .
17214,"Võid juurde joonistada ka mõne pildi, kui see aitab sul jutustada.",aitama,jutustama,kl7,", kui see aitab jutustada"
17225,"Kas jätad harjutuse või ülesande tegemata või palud vanemaid või vanemat õde-venda end abistada, kui sa seda teha ei oska?",paluma,abistama,kl7,või palud abistada oska
17666,"Edev rähnieit - endal üks sulg kirjum kui teine, miks sa ei lase mul rahulikult elada.",laskma,elama,kl7,", miks sa ei lase mul elada"
18083,"Samuti armastab Mart nätsu närida, sest see aitab tal suud värskena hoida.",aitama,hoidma,kl7,", sest see aitab tal hoida"
18085,Poiss laseb oma hambaid kaks korda aastas kontrollida.,laskma,kontrollima,kl7,Poiss laseb kontrollida .
18086,"Hambaarsti külastades tunneb Mart küll natuke kartust, aga logisevad piimahambad laskis ta arstil rahulikult välja tõmmata.",laskma,tõmbama,kl7,", aga piimahambad laskis ta tõmmata"
18089,Arst oli asjalik ja rahulik ning see aitas poisil valu ja hirmu võita.,aitama,võitma,kl7,ning see aitas poisil võita
18126,"Tead, hambaarst käskis mul tagasi tulla.",käskima,tulema,kl7,", hambaarst käskis mul tulla"
18137,"Lase hammastel käia, muidu toit jahtub ära.",laskma,käima,kl7,Lase käia jahtub .
18199,Kui vanalt võib silmaarst soovitada kontaktläätsi kanda?,soovitama,kandma,kl7,Kui vanalt võib silmaarst soovitada kanda ?
18201,Kellel ei soovita silmaarst ripsmeid värvida?,soovitama,värvima,kl7,Kellel ei soovita värvida ?
18212,Ta lasi mul vaadata suuri ja väiksemaid tähti ja märke.,laskma,vaatama,kl7,Ta lasi mul vaadata .
18309,Mu vend laskis teha käe peale tätoveeringu.,laskma,tegema,kl7,vend laskis teha .
18312,Äkki laseksime endale ka panna?,laskma,panema,kl7,Äkki laseksime panna ?
18378,Palun hüvitada mulle tekitatud moraalne kahju ja vahetada ostetud šampoon juuste naturaalset värvi taastava šampooni vastu.,paluma,hüvitama,kl7,Palun hüvitada .
18403,"Kas sa, Tiina, aitaksid mul paremaid kaadreid ﬁlmist konkursi jaoks välja valida?",aitama,valima,kl7,"Kas sa , aitaksid mul valida ?"
18424,"Kas sul on ikka meeles see luuletus, mida vanaema nagunii emadepäeval lugeda palub?",paluma,lugema,kl7,", mida vanaema nagunii lugeda palub"
18551,Lase teistel ennast kiita.,laskma,kiitma,kl7,Lase teistel kiita .
18702,Ja sul ma ka ei soovita vaadata.,soovitama,vaatama,kl7,Ja sul ma ka ei soovita vaadata .
18915,Kas on mõtet mööda pärnapuid ronida ja õisi korjata või nõgestel ennast kõrvetada lasta?,laskma,kõrvetama,kl7,või kõrvetada lasta
18918,Siis pole vaja mööda pärnapuid ronida ega nõgestel kõrvetada lasta.,laskma,kõrvetama,kl7,ega kõrvetada lasta
19399,Lase käia!,laskma,käima,kl8,Lase käia !
19454,Lase käia!,laskma,käima,kl8,Lase käia !
19472,Mida palub ema Kaidol internetist järele vaadata?,paluma,vaatama,kl8,Mida palub vaadata ?
20525,Ma aitan sõbral kodutööd teha.,aitama,tegema,kl8,Ma aitan teha .
20527,Ära sega oma pinginaabril lugeda!,segama,lugema,kl8,Ära sega lugeda !
20926,"Aga õpetaja palus Liisal oma töövihikut näidata ning selgus, et tal oli endal ka tegemata.",paluma,näitama,kl8,Aga õpetaja palus Liisal näidata selgus .
20985,"Isa, aita mul kodused ülesanded ära teha!",aitama,tegema,kl8,"Isa , aita mul teha !"
21404,"Selle tähtpäeva raames kirjutas president T. H. Ilves Facebooki üleskutse, kus palus inimestel saata oma arvamusi Eesti kohta, et leida 100 põhjust, miks on Eestis hea elada.",paluma,saatma,kl8,", kus palus inimestel saata leida"
21574,Kadrioru lossi lasi ehitada Vene tsaar Peeter I.,laskma,ehitama,kl8,lasi ehitada tsaar .
21731,Kollektiivsus aitab spordis häid tulemusi saavutada.,aitama,saavutama,kl9,Kollektiivsus aitab spordis saavutada .
21757,"Tule aita mul joonistada kuld-, hõbe- ja pronksmedal.",aitama,joonistama,kl9,aita joonistada
22009,"Kui aga akvaariumis on näiteks põhjakala, siis aitab see ise akvaariumi puhtana hoida.",aitama,hoidma,kl9,akvaariumis siis aitab see hoida .
22045,Kass ei lase seda puudutada ja näub kaeblikult.,laskma,puudutama,kl9,Kass ei lase puudutada näub .
22208,Tegelikult peaks igal aastal vähemalt korra laskma pilli üle kontrollida.,laskma,kontrollima,kl9,Tegelikult peaks aastal korra laskma kontrollida .
22652,Kas lasete hambapesu ajal veel kraanist vabalt voolata või kasutate vett kruusist?,laskma,voolama,kl9,Kas lasete hambapesu veel voolata kasutate ?
22934,"Nad aitavad talutöid teha: koduloomade ja -lindude eest hoolitseda, aias marju korjata, puid saagida ning lõhkuda, sauna kütta.",aitama,tegema,kl9,Nad aitavad teha .
22977,Kellest sa soovitaksid kirjutada?,soovitama,kirjutama,kl9,sa soovitaksid kirjutada ?
23147,Me aitame vanavanematel tööd teha.,aitama,tegema,kl9,Me aitame teha .
23312,"Suurema osa leidsime kohe üles, üht ratsut aitas aga mitu inimest otsida.",aitama,otsima,kl9,", ratsut aitas aga otsida"
23701,Aita mul pluus välja valida.,aitama,valima,kl9,Aita mul valida .
23721,Miks soovitas Katri vanaemal pluusi ära osta?,soovitama,ostma,kl9,Miks soovitas Katri osta ?
23782,"Kooli õpilasomavalitsus on arvamusel, et ühtse pere tunnet aitab suurendada ka koolivorm.",aitama,suurendama,kl9,", et aitab suurendada"
23936,Meestel soovitatakse õhtul riietuda tumedasse ülikonda.,soovitama,riietuma,kl9,Meestel soovitatakse riietuda .
24145,Ma soovitan siiralt kõikidele mitte karta ja väljuda mugavustsoonist ning saada terve kuhi uusi ja positiivseid emotsioone.,soovitama,kartma,gümn,Ma soovitan karta väljuda .
24197,"Igal vahetusopilasel eraldi on võimalik taotleda sõidukompensatsiooni, mistõttu soovitame transpordipiletid (bussipiletid, rongipiletid, küttetšekk) alles jätta ning peale vahetust VeniVidiVici koordinaatorile saata, lisaks piletitele on vaja lapsevanemal täita ka avaldus.",soovitama,jätma,gümn,", mistõttu soovitame jätta on"
24316,"Tõenäoliselt juhtub su teekonnal ka halbu asju, aga ära lase tujul langeda!",laskma,langema,gümn,", aga ära lase langeda"
24364,Ära lase vastajal intervjuu teemast liiga kaugele kalduda.,laskma,kalduma,gümn,Ära lase intervjuu kalduda .
24556,Bert teeb Johannesele ettepaneku aidata tal Rootsi gümnaasiumis narkootikume müüa.,aitama,müüma,gümn,aidata tal müüa
24559,Rootsi keele tunnis palub õpetaja Liisal anda Johannesele vihiku.,paluma,andma,gümn,tunnis palub õpetaja anda .
25270,Ainult lihtlausetest koosnev tekst ei võimalda sisukaid mõtteid täpselt väljendada ega selgitada.,võimaldama,väljendama,gümn,tekst ei võimalda väljendada .
25345,"Seejärel esitage küsimus ja laske inimesel vastata, samal ajal lindistage vastus või kirjutage see üles.",laskma,vastama,gümn,ja laske vastata
25442,Ettevõtlik õpe aitaks aga suuresti olukorda parandada.,aitama,parandama,gümn,õpe aitaks aga suuresti parandada .
25448,"Erinevate ainetega on seotud tihedalt aktiivõpe, mille abil õpilastel võimaldatakse teoreetilisi teadmisi kohe ka praktikas kasutada.",võimaldama,kasutama,gümn,", mille õpilastel võimaldatakse kasutada"
25469,Selle abil võimaldati õpilastel teoree-tilisi teadmisi kohe ka praktikas kasutada.,võimaldama,kasutama,gümn,Selle võimaldati õpilastel kasutada .
25501,Seda aitavad teha pilkupüüdev pealkiri ning huvitav ja sisukas avalõik.,aitama,tegema,gümn,aitavad teha .
25878,Seejärel palub produtsent publikul küsimusi esitada.,paluma,esitama,gümn,Seejärel palub produtsent publikul esitada .
26103,Koolid keelasid õpilastel tunni ajal nutitelefoni kasutada.,keelama,kasutama,gümn,Koolid keelasid õpilastel kasutada .
26154,"Seetõttu soovitatakse jahimeestel lasta pigem noo-ri hunte, kel veel võimu pole.",soovitama,laskma,gümn,Seetõttu soovitatakse lasta .
26199,"Samas on kasulik neid võtteid teiste tekstides ära tunda, et end nendest mitte mõjutada lasta.",laskma,mõjutama,gümn,", et end nendest mõjutada lasta"
26400,"Ära põe, lase ennast paista suhtlemisvalmi inimesena.",laskma,paistma,gümn,", lase paista"
26406,"Küsi, päri, lase seletada.",laskma,seletama,gümn,", lase seletada"
26485,"Ühe pere tunnet aitasid luua ka õpetajad, kes olid küllaltki ranged, kuid samal ajal mõistvad ja heatahtlikud.",aitama,looma,gümn,tunnet aitasid luua .
26587,"Eurütmia tunnid on huvitavad ja aitavad meil leida ennast, oma individuaalsust.",aitama,leidma,gümn,ja aitavad meil leida
26857,"Hommikused saated, eriti muusika, annavad mulle reipust ja aitavad üle saada argimuredest.",aitama,saama,gümn,ja aitavad saada
27018,"Kas teie ei leia, et usaldustelefoni asemel võiks igas koolis olla psühholoog, kes aitaks lahendada õpilaste omavahelisi probleeme ja maandada pingeid koolis?",aitama,lahendama,gümn,", kes aitaks lahendada"
27035,Teid palutakse teha raadiosaade oma koolist.,paluma,tegema,gümn,palutakse teha .
27037,Teid palutakse kommenteerida ühe päeva raadioprogrammi.,paluma,kommenteerima,gümn,palutakse kommenteerida .
27285,Sõbratar soovitab tal jõulukingitused endal valmistada.,soovitama,valmistama,gümn,Sõbratar soovitab tal valmistada .
27293,Kaunistatud kodu aitab tõsta jõulumeeleolu.,aitama,tõstma,gümn,aitab tõsta .
27616,See aitab paremini edasi anda muusika karakterit.,aitama,andma,gümn,See aitab paremini anda .
27622,Keskajal aitas muusika võidelda mitmesuguste närvihaiguste vastu.,aitama,võitlema,gümn,Keskajal aitas muusika võidelda .
27630,Lemmikhelindite kuulamine aitab valu paremini taluda.,aitama,taluma,gümn,kuulamine aitab taluda .
28053,"Lapsepõlves kuuldud jutud võivad toimida kuritegevuse profülaktikana (nii imelik, kui see mõte ka ei tundu) - aitavad need ju maandada sisepingeid lapsele sobivas vormis.",aitama,maandama,gümn,aitavad ju maandada
28099,"Mõnikord õhtuti tuli see vana, murdunud südamega, helluse järele janunev naine, põlvitas tema ette ning palus teda endale ette lugeda neid õrnu armusõnu, mida mees viiekümne aasta eest tema kohta päevikusse oli kirjutanud.",paluma,lugema,gümn,ning palus lugeda
28219,"Dogi ei loobu kunagi võitlusest, kui ta on aga võidu saavutanud, laseb ta oma vaenlasel rahulikult oma teed minna.",laskma,minema,gümn,"saavutanud , laseb ta minna"
28378,Kas teie keeleoskus võimaldab töötada valitud alal?,võimaldama,töötama,gümn,Kas võimaldab töötada ?
28532,"Igas asutuses on oma käitumismall, mis aitab inimestel ühiselt talitada, meeskonnana töötada.",aitama,talitama,gümn,", mis aitab talitada"
29130,"Interneti-kaubanduse eeliseks on piiramatu müügipind, mis võimaldab pakkuda tavaliste kauplustega võrreldes oluliselt suuremat kaubavalikut.",võimaldama,pakkuma,gümn,", mis võimaldab pakkuda"
29132,Paljudele inimestele ei meeldi poodides käimine ja seda aitab teataval määral vältida Interneti-kaubandus.,aitama,vältima,gümn,ja aitab vältida
29146,"Sisseoste võib poes teha tavalisel viisil, aga võib ka esitada Interneti teel tellimuse ja minna valmispandud kaubale ise järele või lasta see endale koju tuua.",laskma,tooma,gümn,või lasta tuua
29225,"Vana maja tuli kapitaalselt remontida: välja vahetati kogu elektrisüsteem ja torustik, seintele ja katuse alla pandi tänapäevane soojustus, uued aknad lasti valmistada täpselt vanade järgi.",laskma,valmistama,gümn,", lasti valmistada"
29247,Tehnoloogia võimaldab automatiseerida ja kontrollida kõiki hoones toimuvaid protsesse.,võimaldama,automatiseerima,gümn,Tehnoloogia võimaldab automatiseerida .
29254,"Süsteem suudab tulede põlemapanemisega imiteerida teie kohalolekut, mis aitab vargaid eemal hoida.",aitama,hoidma,gümn,", mis aitab hoida"
29255,Kuidas tehnoloogia aitab muuta elu mugavamaks ja turvalisemaks?,aitama,muutma,gümn,Kuidas tehnoloogia aitab muuta ?
29307,Oma soovist palume teatada mõisaportaali www.mois.ee koostajale Valdo Praustile.,paluma,teatama,gümn,soovist palume teatada .
29336,Mille lasi 1820ndatel aastatel ehitada Paul Eduard von Rehbinder?,laskma,ehitama,gümn,lasi ehitada Paul ?
29515,"Kutsikal võimaldatakse küllaldaselt liikuda sel ajal, kui kutsikas seda ise soovib.",võimaldama,liikuma,gümn,Kutsikal võimaldatakse liikuda soovib .
